"","STATUS","POLICE_ZONE","COUNCIL_DISTRICT","NEIGHBORHOOD","GEO_ACCURACY","REQUEST_ORIGIN","TRACT","X_full_text","REQUEST_TYPE","PLI_DIVISION","Y","CREATED_ON","PUBLIC_WORKS_DIVISION","REQUEST_ID","DEPARTMENT","X","WARD","X_id","FIRE_ZONE","date"
"41","Open","3","2","Duquesne Heights","EXACT","Call Center","42003191100","'+00':27 '-09':22 '-1':2 '-19':23 '-80.0252341':9 '0':10 '00':25,26,28 '19':4 '2':12 '2018':21 '289514':7 '3':11 '4':1 '40.4343068':3 '42003191100':8 '5':13 'call':15 'center':16 'dpw':17 'duquesne':5 'exact':20 'heights':6 'maintenance':19 'potholes':14 'street':18 't10':24","Potholes","19",40.4343068,"2018-09-19T10:00:00","5","289514","DPW - Street Maintenance",-80.0252341,"19",275887,"4-1",2018-09-19
"42","Open","3","4","Mount Washington","EXACT","Website","42003191500","'+00':9 '-09':4 '-19':5 '-28':26 '-80.0116457':14 '00':8,10 '06':7 '19':11 '2018':3 '289518':2 '3':13 '4':16,25 '40.4143744':24 '42003191500':12 '5':15 'dpw':20 'exact':23 'maintenance':22 'mount':18 'potholes':17 'street':21 't10':6 'washington':19 'website':1","Potholes","19",40.4143744,"2018-09-19T10:06:00","5","289518","DPW - Street Maintenance",-80.0116457,"19",275892,"4-28",2018-09-19
"43","Closed","4","5","Hays","EXACT","Control Panel","42003562900","'+00':16 '-09':11 '-19':12 '-20':9 '-79.935751':4 '00':15,17 '1':19 '2018':10 '289534':23 '3':18 '31':7 '38':14 '4':8,21 '40.390405':3 '42003562900':6 '5':20 'control':1 'dpw':24 'exact':27 'hays':5 'maintenance':26 'panel':2 'potholes':22 'street':25 't10':13","Potholes","31",40.390405,"2018-09-19T10:38:00","3","289534","DPW - Street Maintenance",-79.935751,"31",275917,"4-20",2018-09-19
"44","Open","1","6","Perry South","EXACT","Call Center","42003270400","'+00':12 '-09':7 '-19':8 '-80.0249946':14 '-9':2 '0':17 '00':11,13 '1':1,16 '2018':6 '26':15 '289539':22 '40.4669273':23 '42003270400':5 '47':10 '6':19 'call':20 'center':21 'dpw':25 'exact':24 'maintenance':27 'perry':3 'potholes':18 'south':4 'street':26 't10':9","Potholes","26",40.4669273,"2018-09-19T10:47:00","1","289539","DPW - Street Maintenance",-80.0249946,"26",275922,"1-9",2018-09-19
"45","Open","6","2","East Carnegie","EXACT","Call Center","42003562800","'+00':8 '-09':3 '-19':4,27 '-80.0733774':11 '00':7,9 '1':26 '2':17 '2018':2 '28':14 '289553':10 '3':16 '40.4156408':1 '42003562800':15 '5':18 '54':6 '6':20 'call':21 'carnegie':13 'center':22 'dpw':23 'east':12 'exact':28 'maintenance':25 'potholes':19 'street':24 't10':5","Potholes","28",40.4156408,"2018-09-19T10:54:00","5","289553","DPW - Street Maintenance",-80.0733774,"28",275937,"1-19",2018-09-19
"46","Open","4","8","Squirrel Hill North","EXACT","Call Center","42003140300","'+00':13 '-09':8 '-18':28 '-19':9 '-79.9238587':5 '00':12,14 '14':2 '2':27 '2018':7 '289551':1 '3':18 '4':19 '40.4439598':6 '42003140300':4 '53':11 '8':23 'call':21 'center':22 'dpw':24 'exact':3 'hill':16 'maintenance':26 'north':17 'potholes':20 'squirrel':15 'street':25 't10':10","Potholes","14",40.4439598,"2018-09-19T10:53:00","3","289551","DPW - Street Maintenance",-79.9238587,"14",275936,"2-18",2018-09-19
"47","Open","6","4","Brookline","EXACT","Call Center","42003191700","'+00':19 '-09':14 '-19':15 '-25':26 '-80.0036708':27 '0':5 '00':18,20 '19':2 '2018':13 '289558':4 '4':8,25 '40.4025854':1 '42003191700':3 '5':7 '59':17 '6':10 'brookline':6 'call':11 'center':12 'dpw':21 'exact':24 'maintenance':23 'potholes':9 'street':22 't10':16","Potholes","19",40.4025854,"2018-09-19T10:59:00","5","289558","DPW - Street Maintenance",-80.0036708,"19",275944,"4-25",2018-09-19
"48","Open","1","1","Marshall-Shadeland","EXACT","Call Center","42003271500","'+00':17 '-09':12 '-14':20 '-19':13 '-80.0348051':26 '0':10 '00':16,18 '1':9,19 '10':15 '2018':11 '27':2 '289565':3 '40.4710639':4 '42003271500':27 'call':21 'center':22 'dpw':23 'exact':8 'maintenance':25 'marshall':6 'marshall-shadeland':5 'overgrowth':1 'shadeland':7 'street':24 't11':14","Overgrowth","27",40.4710639,"2018-09-19T11:10:00","1","289565","DPW - Street Maintenance",-80.0348051,"27",275958,"1-14",2018-09-19
"49","Open","6","2","Crafton Heights","EXACT","Call Center","42003281500","'+00':13 '-09':8 '-18':28 '-19':9 '-80.0571943569':1 '00':12,14 '1':27 '14':11 '2':16 '2018':7 '28':5 '289567':2 '3':15 '40.4388729199':25 '42003281500':6 '5':17 '6':19 'call':20 'center':21 'crafton':3 'dpw':22 'exact':26 'heights':4 'maintenance':24 'potholes':18 'street':23 't11':10","Potholes","28",40.4388729198824,"2018-09-19T11:14:00","5","289567","DPW - Street Maintenance",-80.0571943568695,"28",275966,"1-18",2018-09-19
"50","Open","6","4","Brookline","EXACT","Control Panel","42003191700","'+00':7 '-09':2 '-19':3 '-26':18 '-80.00977':11 '00':6,8 '15':5 '19':12 '2018':1 '289570':14 '3':19 '4':17,21 '40.39897':10 '42003191700':23 '5':20 '6':22 'brookline':13 'control':15 'dpw':24 'exact':27 'maintenance':26 'overgrowth':9 'panel':16 'street':25 't11':4","Overgrowth","19",40.39897,"2018-09-19T11:15:00","5","289570","DPW - Street Maintenance",-80.00977,"19",275965,"4-26",2018-09-19
